Id,Choice
1,0.18489224229083837
2,0.5660807622799736
3,0.035415252747522795
4,0.10983168089390616
5,0.6238127220236768
6,0.21920152318627326
7,0.5727265968299101
8,0.9854839616067803
9,0.018603005355650945
10,0.8193750731556774
11,0.34091923479505576
12,0.8268867563975785
13,0.6891588524933498
14,0.4048251384849901
15,0.9170005608964616
16,0.8925735229478198
17,0.9668115858534166
18,0.22843601612765083
19,0.9140874560305776
20,0.3265566060404485
21,0.7310002592668766
22,0.061441716976933305
23,0.8780914505456585
24,0.7645633394801171
25,0.03560355194017963
26,0.013458184009689038
27,0.03973776699714297
28,0.30954196786652
29,0.10200786591996484
30,0.6840479500584198
31,0.07634479409565911
32,0.9192697086422291
33,0.8156624484065765
34,0.7268413653266901
35,0.6156081007697155
36,0.5607078716808754
37,0.36707396290335376
38,0.4100045145333953
39,0.7529651105991084
40,0.6898174925483807
41,0.6079662996017958
42,0.07613604782960368
43,0.14642518931030774
44,0.9862401250558737
45,0.10974883392353257
46,0.6211769871117319
47,0.6922473384481999
48,0.04503779340498195
49,0.07575081584092344
50,0.5196692085431657
51,0.15878353770551734
52,0.08786430259651333
53,0.0681355392927454
54,0.3323618387546787
55,0.9702690860354715
56,0.17969481498504922
57,0.15097386156593268
58,0.5123291014825281
59,0.036401318474417015
60,0.9809350074957959
61,0.2703018342538906
62,0.8228384710569274
63,0.14171131440026807
64,0.5169715697801731
65,0.6127749170272533
66,0.133727320609293
67,0.539340839664996
68,0.33260462706527466
69,0.604144283356947
70,0.47443208645210644
71,0.8517562177569254
72,0.17860122573405857
73,0.18384811833989598
74,0.22744175454033427
75,0.7740243268859324
76,0.8083659696545857
77,0.6461607526579598
78,0.6769020180627083
79,0.1551707292150276
80,0.006464199758390629
81,0.36713373632715257
82,0.01975009054564486
83,0.07096184319577398
84,0.5825469814210308
85,0.5184226081900313
86,0.3643831322886763
87,0.46911486521192813
88,0.19879889955460503
89,0.8898743023318727
90,0.6853441211949376
91,0.18913164268214203
92,0.07206766156540093
93,0.9026185174672515
94,0.8908065786865291
95,0.23007679475048445
96,0.2924223162067482
97,0.9142069937661553
98,0.6404518793046109
99,0.6443445318942129
100,0.3485520495468493
101,0.44657821252305424
102,0.9378452771339453
103,0.9250948899051346
104,0.2072567075612524
105,0.41686710612290356
106,0.7174184896736722
107,0.2865378660815266
108,0.5337905493912819
109,0.27916092572065104
110,0.7200152236977778
111,0.4487046164974963
112,0.16913052360162037
113,0.8889272577527637
114,0.4607080857010278
115,0.986175308856908
116,0.7886705367061243
117,0.5864039245698973
118,0.9700085726558194
119,0.9611358530954469
120,0.8978182797367071
121,0.939044240446896
122,0.8935738293513893
123,0.0355212298934185
124,0.7614513995147285
125,0.6660581559849583
126,0.902011138829472
127,0.7673776137265894
128,0.055296055736807806
129,0.5452444555656357
130,0.8974296807232837
131,0.502063357564794
132,0.2876828297862438
133,0.2974902422779586
134,0.8673603226349865
135,0.10171083954799551
136,0.6000777648323098
137,0.9657794301682752
138,0.32427366136452973
139,0.8476919363953948
140,0.2801492301810234
141,0.9566210808818054
142,0.8732835959671348
143,0.5415095385582377
144,0.9080565209589929
145,0.4051378776177372
146,0.009552004800152806
147,0.14593066269673666
148,0.02880675268298208
149,0.35817864304118185
150,0.8202363174332654
151,0.1450710901731324
152,0.11141575600524495
153,0.9521336284993175
154,0.9222935367736703
155,0.6271291336115218
156,0.06473333673054642
157,0.8365845899421974
158,0.9932926866673576
159,0.6245570851837431
160,0.48635990125113104
161,0.5053936259591376
162,0.3922646983017706
163,0.6926332933282389
164,0.3501209250989256
165,0.2462110430858202
166,0.7294627539649805
167,0.9282840639007771
168,0.941052953188903
169,0.1233093989664361
170,0.07722027233579601
171,0.4652046762475787
172,0.42091339953752044
173,0.10088830047507755
174,0.699103299048854
175,0.20963572369269465
176,0.09820085522822221
177,0.29959424949495067
178,0.985221515486499
179,0.4546310133868226
180,0.932162834715137
181,0.41149374774318603
182,0.5351830057534392
183,0.8976682772623309
184,0.38244229533568563
185,0.3013637321544701
186,0.7778108684761
187,0.2980820298567504
188,0.08059107936967007
189,0.6583967697234352
190,0.9290014351812719
191,0.8648597935513803
192,0.6404650428623995
193,0.02824862476436628
194,0.5231449080917384
195,0.9287066191089856
196,0.9218725343504385
197,0.4060871490491747
198,0.9703299914534506
199,0.8031931707159646
200,0.7743379291360528
201,0.8576863220287491
202,0.9598567244736649
203,0.20469414868209249
204,0.2831739652504743
205,0.9439976178917319
206,0.03571780899290274
207,0.04455027648237551
208,0.8603685937100384
209,0.00176517178266238
210,0.03330054237339358
211,0.982811110638613
212,0.5981322862954936
213,0.6560543451890899
214,0.7760266780763075
215,0.9462380001761787
216,0.1551707292150276
217,0.6804362647762952
218,0.9174409695643467
219,0.9047225294777602
220,0.11839337901332449
221,0.5855576781705574
222,0.8740206867462239
223,0.3873205046525005
224,0.2838246675846924
225,0.2744168442612238
226,0.16642898178850632
227,0.9616557386237355
228,0.01261165941452454
229,0.8867313494717064
230,0.44860831840491044
231,0.00900164331806483
232,0.15321579024534202
233,0.1602933108065925
234,0.8759022977620005
235,0.7184408854478144
236,0.6563657859068264
237,0.029151235319946015
238,0.5445657815639326
239,0.5638416124074535
240,0.8243904080796632
241,0.9592615890773961
242,0.5333126153819473
243,0.5579167267366789
244,0.8983449667427205
245,0.013610147782739728
246,0.7917211689962259
